artist,track,audio_features_danceability,audio_features_energy,audio_features_key,audio_features_loudness,audio_features_mode,audio_features_speechiness,audio_features_acousticness,audio_features_instrumentalness,audio_features_liveness,audio_features_valence,audio_features_tempo,audio_features_duration_ms,audio_features_time_signature
Maroon 5,What Lovers Do (feat. SZA),0.792,0.612,5,-5.212,0,0.0693,0.0805,3.83e-06,0.0852,0.42,109.959,199849,4
The Chainsmokers,Paris,0.646,0.644,2,-6.763,1,0.031,0.0243,0,0.0888,0.251,99.999,221520,4
John Legend,Love Me Now,0.416,0.773,8,-3.784,1,0.0949,0.572,0,0.105,0.716,122.65,210307,4
Ariana Grande,Love Me Harder,0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,236133,4
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",0.475,0.606,8,-6.646,1,0.0346,0.247,0,0.125,0.282,94.994,252534,4
Justin Bieber,As Long As You Love Me,0.571,0.873,0,-3.382,0,0.1,0.0811,0,0.361,0.613,139.691,229467,4
One Direction,Drag Me Down,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,192120,4
Justin Bieber,Friends (with BloodPop®),0.743,0.735,8,-5.337,1,0.0382,0.00389,0,0.304,0.631,104.979,189467,4
Justin Bieber,Love Yourself,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233720,4
Justin Bieber,Sorry,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787,4
Justin Bieber,Purpose,0.481,0.285,0,-10.848,1,0.0424,0.9,0,0.123,0.316,130.029,210160,4
Justin Bieber,Get Used To It,0.687,0.705,9,-8.453,0,0.0522,0.0339,0,0.164,0.449,110.048,238133,4
Justin Bieber,Heartbreaker,0.568,0.517,6,-7.316,0,0.0894,0.146,0,0.343,0.578,104.443,262840,4
Justin Bieber,Somebody To Love,0.714,0.833,5,-5.239,1,0.0259,0.00249,0,0.298,0.663,129.964,220920,4
Justin Bieber,Home To Mama,0.688,0.296,2,-11.064,1,0.0872,0.95,0.000166,0.115,0.478,89.091,203267,4
David Guetta,2U,0.551,0.651,8,-5.828,0,0.0594,0.225,0,0.224,0.562,144.875,194907,4
Luis Fonsi,Despacito (Featuring Daddy Yankee),0.659,0.802,2,-4.79,1,0.148,0.208,0,0.123,0.863,177.936,228200,4
Justin Bieber,Boyfriend,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333,4
Justin Bieber,Company,0.59,0.797,4,-4.901,0,0.0614,0.132,0,0.0846,0.425,94.948,208120,4
Skrillex,Where Are Ü Now,0.432,0.74,7,-5.053,1,0.062,0.0342,6.59e-06,0.14,0.193,139.42,242520,4
Justin Bieber,Purpose,0.481,0.285,0,-10.848,1,0.0424,0.9,0,0.123,0.316,130.029,210160,4
Justin Bieber,The Feeling,0.525,0.809,1,-6.185,0,0.0619,0.0819,1.22e-06,0.0971,0.21,127.073,244907,4
Major Lazer,Cold Water (feat. Justin Bieber & MØ),0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185352,4
Justin Bieber,No Pressure,0.644,0.595,1,-6.877,1,0.215,0.121,0,0.279,0.554,148.889,286853,3
Justin Bieber,Never Say Never,0.739,0.807,0,-5.063,1,0.0652,0.0181,0,0.295,0.632,97.048,227853,4
Justin Bieber,Life Is Worth Living,0.558,0.296,10,-9.18,1,0.0427,0.907,0,0.108,0.463,76.04,234787,4
Jason Derulo,Whatcha Say,0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,221253,4
Katy Perry,Hot N Cold,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,220227,4
Owl City,Fireflies,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,228347,4
Taio Cruz,Break Your Heart,0.666,0.899,8,-4.676,1,0.028,0.00155,0,0.0677,0.629,122.05,186267,4
Sean Kingston,Beautiful Girls,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,225373,4
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960,4
Justin Bieber,Mark My Words,0.383,0.256,0,-8.572,1,0.0332,0.88,2.69e-06,0.169,0.519,114.188,134347,4
Maroon 5,Payphone - Edit,0.741,0.783,4,-4.791,1,0.0415,0.015,0,0.302,0.534,110.002,231373,4
Katy Perry,Teenage Dream,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741,4
Miley Cyrus,The Climb,0.327,0.588,4,-6.611,1,0.0336,0.0834,0,0.104,0.329,161.074,236067,4
Far East Movement,Like A G6,0.435,0.837,3,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913,216893,4
Jason Derulo,In My Head,0.762,0.748,0,-4.15,0,0.033,0.0266,0,0.348,0.851,110.009,199027,4
Soft Cell,Tainted Love,0.569,0.402,0,-10.151,1,0.0433,0.438,0,0.134,0.696,144.635,162507,4
Ariana Grande,Problem,0.66,0.798,1,-5.326,0,0.162,0.0226,2.2e-05,0.103,0.627,103.022,193987,4
Ariana Grande,Dangerous Woman,0.662,0.618,7,-5.26,1,0.0455,0.0537,0,0.355,0.261,134.022,235947,3
Troy,Start of Something New,0.665,0.762,7,-6.371,1,0.0306,0.301,0,0.0891,0.229,103.974,199093,4
High School Musical Cast,We're All In This Together,0.758,0.941,6,-6.356,1,0.0677,0.0482,0,0.605,0.824,116.005,231427,4
Zac Efron,Gotta Go My Own Way,0.432,0.69,9,-4.772,1,0.0292,0.0927,4.31e-05,0.184,0.264,88.797,222493,4
Katy Perry,Dark Horse,0.645,0.585,6,-6.122,1,0.0513,0.00314,0,0.165,0.353,131.931,215672,4
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4
One Direction,Story of My Life,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493,4
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),0.711,0.807,1,-8.817,1,0.0456,0.206,0.000387,0.0854,0.861,118.819,290427,4
Hannah Montana,"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",0.676,0.861,1,-3.645,1,0.0501,0.0512,0,0.0613,0.681,124.031,174120,3
Cascada,Every time we touch,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,197124,4
Billy Joel,Uptown Girl,0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,197707,4
*NSYNC,Bye Bye Bye,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,4
Cyndi Lauper,Girls Just Want to Have Fun,0.707,0.788,6,-5.269,1,0.0333,0.214,0.000571,0.308,0.746,120.465,238120,4
The Jackson 5,I Want You Back,0.639,0.548,8,-13.534,1,0.0394,0.29,9.68e-05,0.366,0.887,98.359,176333,4
Neil Diamond,Sweet Caroline,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,203573,4
Van Morrison,Brown Eyed Girl,0.478,0.678,7,-7.032,1,0.0364,0.29,0,0.577,0.892,151.466,182960,4
Bryan Adams,Summer Of '69,0.497,0.852,2,-5.517,1,0.0405,0.0155,0,0.0793,0.713,138.8,212933,4
Kelly Clarkson,Since U Been Gone,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960,4
Katy Perry,Hot N Cold,0.702,0.839,7,-3.992,1,0.0439,8.1e-05,0,0.072,0.856,132.007,223227,4
Kesha,TiK ToK,0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.735,120.032,199693,4
One Direction,Perfect,0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,230333,4
Ed Sheeran,Lego House,0.592,0.637,11,-8.48,1,0.0992,0.562,0,0.13,0.565,159.701,185093,4
The Jackson 5,I Want You Back,0.667,0.669,8,-6.264,1,0.0326,0.441,0.0023,0.215,0.947,98.264,178493,4
Jason Derulo,It Girl,0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,192200,4
Jason Derulo,Wiggle (feat. Snoop Dogg),0.697,0.621,9,-6.886,0,0.25,0.0802,0,0.162,0.721,81.946,193296,4
John Legend,Love Me Now,0.495,0.762,8,-3.842,1,0.0862,0.591,0,0.0763,0.708,123.893,210293,4
Kid Rock,All Summer Long,0.702,0.875,7,-3.588,1,0.0283,0.014,0,0.0872,0.905,103.002,296960,4
OMI,Cheerleader (Felix Jaehn Remix) - Radio Edit,0.827,0.576,4,-7.774,1,0.0372,0.184,0.029,0.0656,0.41,118.04,180021,4
Sam Hunt,Break Up In A Small Town,0.579,0.776,8,-5.365,1,0.173,0.0749,0,0.239,0.434,136.044,229880,4
Sam Hunt,Body Like A Back Road,0.732,0.458,5,-7.225,1,0.0311,0.447,0,0.136,0.661,98.938,165387,4
Sean Kingston,Beautiful Girls,0.745,0.666,9,-5.899,1,0.0566,0.159,0,0.302,0.708,129.995,241933,4
Tommy Tutone,867-5309 / Jenny,0.584,0.708,5,-10.039,1,0.0593,0.0264,0.00364,0.112,0.564,137.657,226200,4
Natasha Bedingfield,Pocketful of Sunshine,0.721,0.88,9,-3.896,0,0.0454,0.191,0,0.0769,0.655,110.021,202907,4
Train,"Hey, Soul Sister",0.674,0.89,1,-4.446,0,0.0459,0.203,0,0.0819,0.737,97.02,216773,4
Shawn Mendes,Stitches,0.746,0.754,1,-6.681,1,0.067,0.0152,0,0.0486,0.764,149.882,206880,4
Maroon 5,Maps,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,189960,4
Bastille,Pompeii,0.682,0.714,9,-6.306,1,0.0399,0.074,0,0.278,0.581,127.443,214148,4
Neon Trees,Everybody Talks,0.471,0.924,8,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961,177280,4
Avril Lavigne,Sk8er Boi,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0,0.358,0.484,149.937,204000,4
Shania Twain,Man! I Feel Like A Woman!,0.645,0.888,10,-2.667,1,0.056,0.615,0,0.347,0.727,125.025,232960,4
Miley Cyrus,Wrecking Ball,0.466,0.403,5,-6.142,1,0.0337,0.395,0,0.111,0.337,119.81,223240,4
Sara Bareilles,Brave,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573,4
MAGIC!,Rude,0.773,0.758,1,-4.993,1,0.0381,0.0422,0,0.305,0.925,144.033,224840,4
Maroon 5,She Will Be Loved - Radio Mix,0.651,0.663,0,-5.569,0,0.0281,0.228,0,0.0994,0.465,102.0,259453,4
Troy,Breaking Free,0.582,0.592,0,-6.436,0,0.038,0.0411,0,0.14,0.331,107.934,207200,4
Ryan,What I've Been Looking For,0.68,0.605,9,-6.804,1,0.0278,0.0732,0,0.0926,0.72,140.056,123809,4
Carrie Underwood,All-American Girl,0.624,0.805,9,-2.632,1,0.029,0.0466,0,0.328,0.77,123.991,212173,4
Luke Combs,When It Rains It Pours,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4
Thomas Rhett,Sixteen,0.705,0.531,1,-7.031,1,0.0281,0.0135,2.11e-06,0.165,0.425,107.013,178333,4
Luke Combs,Hurricane,0.464,0.813,10,-6.185,1,0.0416,0.0153,0,0.254,0.515,75.977,222533,4
Dustin Lynch,Small Town Boy,0.554,0.743,9,-6.016,1,0.0287,0.0251,0,0.359,0.673,72.997,205733,4
Jon Pardi,Heartache On The Dance Floor,0.596,0.834,9,-4.308,1,0.0474,0.0563,0,0.0866,0.618,116.0,205200,4
Florida Georgia Line,"God, Your Mama, And Me",0.443,0.817,7,-3.729,1,0.0511,0.318,0,0.374,0.652,168.1,183413,4
Kenny Chesney,All the Pretty Girls,0.612,0.848,6,-3.736,1,0.0368,0.00916,0,0.366,0.719,120.996,212893,4
Thomas Rhett,Star Of The Show,0.695,0.641,7,-5.807,1,0.0261,0.142,0,0.131,0.664,101.974,181200,4
Rascal Flatts,Yours If You Want It,0.554,0.903,8,-3.152,1,0.0515,0.0103,0,0.107,0.419,112.998,206827,4
Kip Moore,More Girls Like You,0.555,0.746,2,-5.522,1,0.033,0.00825,0,0.0796,0.712,75.01,154707,4
Blake Shelton,A Guy with a Girl,0.552,0.893,0,-4.593,1,0.0383,0.0158,0,0.105,0.777,163.948,189467,4
Old Dominion,Song for Another Time,0.498,0.804,11,-3.995,1,0.0332,0.125,0,0.167,0.697,166.054,191827,4
Thomas Rhett,Grave,0.549,0.622,5,-5.504,1,0.0289,0.0438,0,0.166,0.555,141.804,193680,4
Scotty McCreery,Five More Minutes,0.517,0.652,7,-6.153,1,0.0323,0.325,0,0.109,0.333,156.07,238954,4
Michael Ray,Think a Little Less,0.521,0.805,9,-4.481,1,0.0289,0.124,0.000219,0.33,0.527,141.967,176987,4
Thomas Rhett,Die A Happy Man,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427,4
Luke Bryan,Fast,0.548,0.901,0,-2.637,0,0.0453,0.2,0,0.1,0.557,145.953,206213,4
Midland,Drinkin' Problem,0.622,0.763,9,-6.4,1,0.0263,0.055,8.91e-06,0.313,0.621,102.0,220800,4
Jon Pardi,Dirt On My Boots,0.683,0.796,11,-4.179,1,0.0285,0.111,0,0.197,0.531,90.031,201893,4
Florida Georgia Line,May We All,0.514,0.918,7,-4.306,1,0.0365,0.0409,0,0.342,0.64,150.033,226173,4
Russell Dickerson,Yours,0.555,0.722,11,-6.005,1,0.034,0.119,0,0.0861,0.559,134.058,216960,4
Cole Swindell,Flatliner (feat. Dierks Bentley),0.555,0.896,0,-3.295,1,0.0388,0.00434,0,0.145,0.578,114.995,177067,4
Thomas Rhett,T-Shirt,0.634,0.862,2,-5.337,1,0.0376,0.0287,0,0.0217,0.767,95.989,227693,4
Blake Shelton,Every Time I Hear That Song,0.523,0.725,2,-5.448,1,0.0339,0.0558,6.96e-06,0.0937,0.528,155.855,214800,4
Sam Hunt,Make You Miss Me,0.614,0.472,7,-6.626,1,0.0297,0.158,0,0.111,0.168,146.005,225693,4
Rascal Flatts,I Like The Sound Of That,0.611,0.8,0,-5.61,1,0.0377,0.257,0,0.194,0.527,89.974,209280,4
Cole Swindell,Middle of a Memory,0.531,0.746,11,-4.228,1,0.0329,0.0972,0,0.102,0.304,139.788,226307,4
Jake Owen,American Country Love Song,0.529,0.891,8,-4.36,1,0.043,0.0457,0,0.0942,0.329,104.031,199747,4
Florida Georgia Line,H.O.L.Y.,0.523,0.666,7,-4.081,0,0.0327,0.401,0,0.0728,0.564,78.077,194187,4
Darius Rucker,If I Told You,0.532,0.64,9,-6.684,1,0.0314,0.344,0,0.361,0.308,84.029,212320,4
Old Dominion,No Such Thing as a Broken Heart,0.651,0.782,8,-4.295,1,0.0718,0.295,0,0.107,0.945,171.987,176893,4
Dan + Shay,How Not To,0.501,0.836,11,-3.587,0,0.0491,0.208,0,0.152,0.618,159.863,192000,4
Dylan Scott,My Girl,0.652,0.719,1,-7.251,1,0.033,0.0353,0,0.108,0.24,94.969,197640,4
Thomas Rhett,Crash and Burn,0.69,0.781,5,-5.101,0,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,190733,4
Chris Young,I'm Comin' Over,0.575,0.845,10,-3.838,1,0.035,0.0282,0,0.0814,0.376,127.997,197280,4
Josh Turner,Hometown Girl,0.502,0.792,3,-5.473,0,0.0335,0.304,0.0385,0.143,0.44,155.902,215080,4
Dierks Bentley,Black,0.652,0.654,1,-6.69,1,0.0377,0.252,0.000553,0.117,0.605,120.019,211160,4
Chris Lane,For Her,0.491,0.904,6,-4.324,1,0.0344,0.0985,0,0.183,0.588,150.007,211227,4
Sam Hunt,House Party,0.747,0.861,8,-5.251,1,0.0514,0.113,0,0.026,0.859,103.966,190240,4
Dan + Shay,From the Ground Up,0.281,0.58,9,-5.967,1,0.0323,0.333,0,0.122,0.282,151.568,253933,3
Granger Smith,Backroad Song,0.488,0.833,11,-6.571,1,0.0437,0.0352,0.0172,0.34,0.751,174.006,236787,4
Kelsea Ballerini,Yeah Boy,0.589,0.809,3,-5.292,1,0.0376,0.231,0,0.0719,0.496,88.965,194413,4
Jon Pardi,Head Over Boots,0.563,0.688,7,-4.474,1,0.0262,0.0763,0,0.0863,0.622,108.008,202347,4
Old Dominion,Break Up with Him,0.617,0.632,8,-5.381,1,0.0371,0.0675,0,0.108,0.564,151.988,207733,4
Florida Georgia Line,Confession,0.549,0.878,1,-5.066,1,0.0358,0.106,6.07e-05,0.176,0.44,104.98,190640,4
Brothers Osborne,Stay A Little Longer,0.557,0.886,6,-5.356,1,0.0302,0.0377,0.108,0.163,0.545,96.989,335480,4
Sam Hunt,Leave The Night On,0.514,0.951,9,-3.813,1,0.0603,0.0951,0,0.349,0.838,171.96,192160,4
Tim McGraw,Humble And Kind,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267,3
Keith Urban,Wasted Time,0.625,0.825,7,-5.758,1,0.0481,0.0621,0,0.0753,0.341,100.004,233827,4
Chris Young,Think of You,0.616,0.893,11,-3.588,1,0.0375,0.000937,0,0.111,0.567,111.959,218947,4
Lady A,You Look Good,0.656,0.917,0,-4.652,1,0.0495,0.045,0.000732,0.0878,0.961,152.067,181000,4
Justin Moore,Somebody Else Will,0.488,0.744,2,-4.284,0,0.131,0.0353,0,0.0952,0.59,180.007,165173,4
Miley Cyrus,Party In The U.S.A.,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4
Kelsea Ballerini,Legends,0.575,0.728,4,-5.846,1,0.032,0.0558,0,0.0909,0.242,112.029,243427,4
Eric Church,Round Here Buzz,0.638,0.441,2,-9.064,1,0.0347,0.0422,1.33e-05,0.107,0.473,76.078,214627,4
Little Big Town,Better Man,0.514,0.836,5,-3.663,1,0.0381,0.112,0,0.0878,0.501,143.888,263120,4
Dierks Bentley,Somewhere On A Beach,0.569,0.638,7,-6.557,1,0.0291,0.000547,0,0.0848,0.438,144.042,197120,4
Chris Janson,Fix a Drink,0.563,0.887,1,-5.013,1,0.0857,0.0297,0,0.352,0.794,158.05,188933,4
Katy Perry,Firework,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893,4
Rachel Platten,Fight Song,0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,204013,4
Keith Urban,Blue Ain't Your Color,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600,3
Morgan Wallen,The Way I Talk,0.602,0.873,4,-2.857,1,0.0322,0.0383,0,0.0932,0.723,137.998,208240,4
Eric Church,Record Year,0.589,0.641,5,-8.12,1,0.0838,0.205,0,0.0864,0.57,160.031,179347,4
Dierks Bentley,Drunk On A Plane,0.423,0.73,9,-5.566,1,0.032,0.00495,1.13e-05,0.238,0.66,205.972,254467,4
Brad Paisley,Last Time for Everything,0.482,0.739,7,-5.476,1,0.0342,0.422,1.87e-05,0.468,0.613,155.932,230832,4
Dustin Lynch,I'd Be Jealous Too,0.716,0.718,0,-5.355,1,0.0293,0.0896,0,0.473,0.537,100.934,185707,4
Luke Bryan,Move,0.57,0.939,5,-0.716,0,0.0789,0.00719,1.08e-06,0.0462,0.801,103.983,227413,4
Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",0.543,0.81,0,-4.275,1,0.0368,0.14,1.23e-05,0.145,0.395,76.978,278613,4
Morgan Wallen,Up Down (Feat. Florida Georgia Line),0.59,0.881,6,-2.898,1,0.0349,0.0913,0,0.157,0.734,129.928,196240,4
High Valley,She's with Me,0.599,0.931,11,-3.662,1,0.0517,0.0285,0,0.102,0.788,111.012,180302,4
Chris Stapleton,Broken Halos,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,4
Eric Church,Springsteen,0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,263387,4
Randy Houser,Runnin' Outta Moonlight,0.526,0.801,2,-3.717,1,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,193773,4
Kenny Chesney,American Kids,0.782,0.589,0,-7.37,1,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,182960,4
Luke Combs,She Got the Best of Me,0.52,0.745,11,-5.391,1,0.0265,0.0152,0,0.123,0.581,76.033,183160,4
Little Big Town,When Someone Stops Loving You,0.482,0.707,2,-3.127,1,0.0347,0.263,0,0.115,0.238,125.294,228373,3
Brett Young,In Case You Didn't Know,0.607,0.536,10,-7.306,1,0.0305,0.386,0,0.102,0.434,147.986,224853,4
Thomas Rhett,Craving You,0.613,0.839,9,-3.799,0,0.0352,0.000854,0,0.341,0.526,104.975,223627,4
Marshmello,Silence,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4
Maroon 5,What Lovers Do (feat. SZA),0.795,0.608,5,-5.222,0,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001,199849,4
Astrid S,Think Before I Talk,0.775,0.597,5,-5.666,1,0.159,0.36,0,0.156,0.537,122.069,184909,4
Charlie Who?,You,0.467,0.708,7,-5.252,0,0.0842,0.0329,0,0.104,0.496,200.001,179000,4
Clean Bandit,I Miss You (feat. Julia Michaels),0.638,0.658,3,-6.318,1,0.0456,0.245,3.77e-06,0.0919,0.33,105.076,205748,4
VAX,Fireproof,0.63,0.303,11,-9.457,1,0.0402,0.85,0,0.0718,0.527,97.918,191208,4
Hook N Sling,If You're Hearing This,0.71,0.563,7,-8.004,1,0.0403,0.125,0,0.196,0.427,101.931,173925,4
Matt Terry,Sucker for You,0.876,0.649,0,-4.369,1,0.0691,0.223,0,0.332,0.742,95.034,203680,4
Selena Gomez,Wolves,0.715,0.802,11,-4.647,0,0.0394,0.139,0,0.177,0.327,124.989,197993,4
Martin Jensen,Solo Dance - Acoustic Mix,0.689,0.52,6,-10.07,0,0.0269,0.111,0,0.0912,0.609,108.98,192575,4
ItaloBrothers,Summer Air,0.755,0.751,8,-4.034,1,0.0748,0.0635,0,0.0812,0.491,102.002,183587,4
Mike Perry,Stay Young,0.572,0.713,5,-4.826,1,0.0406,0.0754,0,0.226,0.559,89.996,157005,4
Axwell /\ Ingrosso,More Than You Know - Acoustic,0.51,0.511,8,-4.555,1,0.0282,0.707,0,0.0875,0.377,115.044,183950,4
Alan Walker,All Falls Down (feat. Juliander),0.658,0.678,1,-4.407,1,0.058,0.303,0,0.361,0.662,97.976,199111,4
Lauv,I Like Me Better,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4
Thomas Gold,Dreamer,0.69,0.656,10,-4.752,0,0.0512,0.115,0,0.0893,0.808,95.939,164094,4
Kygo,This Town (feat. Sasha Alex Sloan),0.736,0.449,10,-7.956,0,0.0633,0.506,6.63e-05,0.117,0.487,147.971,202280,4
Thomas Gold,Magic,0.629,0.882,8,-5.231,1,0.0449,0.0502,0.000584,0.0971,0.436,105.004,170502,4
Kygo,Stargazing,0.677,0.497,5,-5.763,1,0.0809,0.152,0,0.0911,0.419,99.137,236853,4
Mr. Probz,Till You're Loved,0.674,0.754,6,-4.34,0,0.269,0.208,0,0.164,0.57,101.424,180137,4
Avicii,Lonely Together (feat. Rita Ora),0.648,0.667,2,-5.294,0,0.065,0.137,2.1e-05,0.0797,0.217,102.966,181812,4
Lulleaux,Contact,0.651,0.76,7,-3.377,1,0.054,0.351,0,0.151,0.673,96.204,141875,4
Grace VanderWaal,So Much More Than This,0.742,0.522,5,-4.111,1,0.152,0.136,0,0.0422,0.751,180.039,174080,4
DeJ Loaf,No Fear,0.614,0.682,11,-4.117,0,0.102,0.387,0,0.134,0.566,100.202,169853,4
Martin Garrix,There for You,0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,221904,4
Anjulie,Where The Love Goes,0.736,0.678,0,-5.315,0,0.138,0.23,1.91e-06,0.237,0.529,157.978,184207,4
Kygo,First Time,0.633,0.592,0,-7.245,0,0.112,0.197,0,0.099,0.679,90.066,193511,4
Sad Eye,Come Home,0.762,0.559,5,-6.762,0,0.0529,0.186,0.000229,0.0733,0.291,94.012,158387,4
Great Good Fine Ok,Find Yourself,0.718,0.621,5,-4.799,0,0.0388,0.693,2.07e-05,0.13,0.456,112.104,176439,4
HEDEGAARD,Ready To Love You,0.662,0.772,0,-5.131,1,0.0656,0.037,0,0.335,0.414,103.268,209047,4
LANY,Super Far,0.754,0.458,8,-6.852,1,0.144,0.105,0,0.249,0.495,96.011,203650,4
Cheat Codes,Sober,0.518,0.577,1,-8.053,1,0.0621,0.301,0,0.0639,0.462,79.253,162925,3
Lauv,The Other,0.38,0.553,7,-6.621,1,0.0653,0.421,2.63e-06,0.0788,0.384,179.629,189333,4
Frank Pierce,Vibe (feat. Emily Bonabon),0.687,0.865,7,-5.501,0,0.0335,0.00821,0.000102,0.156,0.601,94.01,191489,4
MORTEN,Keep Me from You (feat. ODA),0.551,0.624,4,-7.837,0,0.0347,0.0225,0,0.365,0.329,144.031,201683,4
Luke Potter,Something More - Andrelli Remix,0.647,0.742,1,-6.217,0,0.053,0.0477,0,0.348,0.232,99.96,191994,4
DVBBS,Not Going Home,0.749,0.747,6,-6.457,1,0.121,0.0938,1.17e-05,0.256,0.475,109.063,194960,4
Nathan Goshen,Thinking About It (Let It Go) - KVR Remix,0.693,0.763,4,-7.077,0,0.0299,0.0143,0,0.154,0.578,100.985,183564,4
Stanaj,Romantic - NOTD Remix,0.748,0.653,8,-7.975,0,0.219,0.209,0,0.237,0.394,104.008,184813,4
John De Sohn,Hum With Me,0.653,0.708,10,-5.385,1,0.0345,0.109,0.0011,0.163,0.347,111.924,167871,4
A R I Z O N A,Oceans Away,0.632,0.647,8,-8.587,1,0.0294,0.141,0.104,0.0908,0.221,105.945,193982,4
Hearts & Colors,Lighthouse - Andrelli Remix,0.595,0.662,11,-6.858,0,0.0362,0.0178,0,0.0804,0.417,96.053,218447,4
Chelsea Cutler,Your Shirt,0.426,0.476,2,-6.64,1,0.0741,0.185,0,0.327,0.169,179.793,232759,4
Maroon 5,Help Me Out (with Julia Michaels),0.938,0.549,11,-4.884,1,0.067,0.479,3.92e-05,0.101,0.52,115.036,193604,4
Craig David,I Know You,0.56,0.746,9,-5.098,1,0.0894,0.151,0,0.0834,0.259,140.813,214960,4
Martin Garrix,Scared to Be Lonely,0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,220883,4
Isaiah Firebrace,It's Gotta Be You,0.322,0.733,8,-4.905,1,0.045,0.223,0,0.11,0.585,92.133,191433,4
Jonas Blue,We Could Go Back,0.701,0.771,8,-5.714,1,0.0363,0.118,0.00108,0.106,0.227,100.024,192449,4
Robin Schulz,I Believe I'm Fine,0.711,0.747,10,-6.165,0,0.061,0.271,0,0.328,0.572,100.01,227720,4
Starley,Call On Me,0.791,0.654,0,-7.109,1,0.0416,0.126,0,0.0839,0.5,97.989,161633,4
Shawn Hook,Reminding Me,0.564,0.564,9,-4.839,0,0.0427,0.1,0,0.085,0.288,132.807,209924,4
Joakim Molitor,Always Gonna Say Sorry,0.531,0.63,2,-5.677,1,0.0433,0.216,0,0.054,0.328,77.353,193742,4
Halsey,Bad At Love,0.664,0.753,0,-3.589,1,0.0323,0.057,0,0.088,0.54,118.253,181279,4
